offer_accepted,mailer_type,average_balance,household_size,credit_cards_held,bank_accounts_open,own_your_home,homes_owned,income_level,credit_rating,profiles
No,Letter,1179.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,985.25,3,3,1,No,1,High,Medium,"Medium High Target"
No,Letter,785.00,4,1,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,656.50,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1088.50,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,949.25,2,2,2,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1052.50,1,2,2,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1403.25,3,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,902.50,4,1,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1119.75,4,3,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,687.50,2,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1159.50,3,1,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1235.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
Yes,Postcard,1236.00,3,1,1,Yes,3,High,Medium,"Medium High Target"
No,Letter,1065.25,4,4,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1147.75,2,1,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1078.00,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,720.25,5,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,788.00,3,2,2,No,1,Medium,High,"Medium High Target"
No,Letter,957.25,5,4,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1188.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,723.75,3,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1153.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1199.00,3,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1386.25,3,2,1,No,1,High,Medium,"Medium High Target"
Yes,Postcard,856.50,3,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,875.75,2,1,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1137.75,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1019.50,3,2,2,No,1,High,Medium,"Medium High Target"
No,Postcard,1235.25,4,1,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,760.50,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1018.25,5,1,1,No,2,High,Medium,"Medium High Target"
No,Postcard,1264.25,3,2,3,No,1,Medium,High,"Medium High Target"
No,Letter,1086.25,3,3,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1275.75,3,2,2,Yes,2,Medium,High,"Medium High Target"
No,Postcard,934.75,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,948.50,4,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,705.75,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1056.50,3,3,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,868.00,5,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,1384.25,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,795.75,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1015.25,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,870.75,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1095.25,4,3,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1174.75,3,1,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1351.75,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,807.50,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1396.25,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1280.75,2,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1149.25,3,1,2,No,1,Medium,High,"Medium High Target"
No,Letter,1137.75,5,1,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,931.00,5,2,3,No,2,Medium,High,"Medium High Target"
No,Letter,899.50,5,2,2,Yes,2,Medium,High,"Medium High Target"
No,Letter,1259.00,3,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1258.75,6,1,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1038.25,4,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,771.25,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,837.00,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,755.00,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1005.25,2,1,1,No,2,Medium,High,"Medium High Target"
No,Postcard,1083.25,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1094.75,4,3,2,No,1,Medium,High,"Medium High Target"
No,Letter,917.00,6,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,865.25,3,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1093.50,4,2,1,No,2,Medium,High,"Medium High Target"
No,Letter,1115.25,5,2,1,No,2,Medium,High,"Medium High Target"
No,Postcard,773.50,5,3,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1170.75,4,1,1,Yes,2,High,Medium,"Medium High Target"
No,Letter,825.25,4,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1236.75,2,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1080.00,4,3,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1109.00,2,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1084.50,5,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,997.75,4,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,1080.75,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,732.75,4,4,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1231.50,4,2,2,No,1,Medium,High,"Medium High Target"
No,Letter,1276.25,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1117.75,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,629.75,5,1,2,No,1,Medium,High,"Medium High Target"
No,Letter,1044.00,1,2,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,1199.25,1,1,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,890.00,4,1,2,No,1,Medium,High,"Medium High Target"
No,Postcard,844.00,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,997.00,5,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1341.00,3,2,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1155.75,2,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1123.75,4,2,2,No,2,Medium,High,"Medium High Target"
No,Postcard,1042.50,2,3,1,Yes,2,High,Medium,"Medium High Target"
No,Letter,1277.50,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1083.00,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1166.00,4,1,1,Yes,1,Medium,High,"Medium High Target"
Yes,Postcard,1200.00,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,777.50,4,3,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1106.50,3,1,2,No,1,Medium,High,"Medium High Target"
No,Letter,1038.75,4,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,1203.00,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,939.50,3,4,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1260.50,4,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1512.25,1,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,990.00,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1094.50,5,2,2,Yes,2,High,Medium,"Medium High Target"
No,Postcard,995.50,5,1,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1198.50,2,2,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1070.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1029.00,2,2,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,808.00,4,2,1,No,2,Medium,High,"Medium High Target"
Yes,Postcard,1038.25,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1113.00,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1027.50,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,760.00,2,2,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1173.50,2,2,2,Yes,2,Medium,High,"Medium High Target"
No,Postcard,750.50,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1051.25,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1090.00,4,2,1,No,3,Medium,High,"Medium High Target"
No,Letter,1312.75,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,579.50,5,4,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,715.75,4,1,2,No,2,Medium,High,"Medium High Target"
No,Letter,929.75,3,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1721.50,2,1,1,No,1,Medium,Medium,"Medium High Target"
No,Letter,989.50,5,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1366.75,3,2,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1120.25,2,3,2,Yes,2,Medium,High,"Medium High Target"
No,Letter,1100.75,2,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1139.25,4,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,603.75,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1048.00,3,4,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1046.25,3,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,776.50,2,3,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1019.50,4,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,755.75,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1231.00,4,1,1,No,1,Medium,High,"Medium High Target"
Yes,Postcard,1256.75,3,1,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1297.00,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,955.00,3,1,2,No,2,Medium,High,"Medium High Target"
No,Postcard,1108.75,5,2,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1079.25,6,3,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1003.50,5,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1021.00,4,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1285.50,2,3,1,No,1,High,Medium,"Medium High Target"
No,Letter,1204.25,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,787.00,2,3,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1003.75,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1113.00,3,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,986.75,4,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,838.75,2,1,1,No,1,High,Medium,"Medium High Target"
No,Letter,1050.75,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1219.00,3,3,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1121.00,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1178.00,4,1,1,No,3,Medium,High,"Medium High Target"
No,Postcard,1082.00,5,2,2,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1113.75,6,3,2,No,1,Medium,High,"Medium High Target"
No,Postcard,1009.75,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1110.50,3,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,965.25,4,2,2,No,1,Medium,High,"Medium High Target"
No,Postcard,801.00,2,3,1,No,1,High,Medium,"Medium High Target"
No,Letter,1177.75,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,822.50,3,4,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1340.25,5,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,814.50,3,4,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1008.50,3,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,980.50,4,2,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1224.00,2,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,731.50,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,951.25,2,3,2,No,1,High,Medium,"Medium High Target"
No,Postcard,1384.75,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1067.00,3,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,712.75,2,2,1,Yes,3,Medium,High,"Medium High Target"
No,Letter,862.75,2,3,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1398.25,5,3,2,Yes,1,Medium,High,"Medium High Target"
Yes,Postcard,1015.50,4,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1099.50,4,2,1,Yes,2,High,Medium,"Medium High Target"
No,Letter,635.00,6,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,803.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,888.50,4,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,843.25,5,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,909.25,5,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1050.50,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1094.50,5,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1016.25,3,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,1378.75,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1565.25,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,857.00,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1243.50,4,1,1,No,2,High,Medium,"Medium High Target"
No,Postcard,1109.50,3,2,2,No,1,High,Medium,"Medium High Target"
No,Postcard,1191.75,4,3,1,No,1,High,Medium,"Medium High Target"
No,Letter,782.75,5,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1483.50,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1012.50,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,987.00,6,2,1,Yes,1,Medium,High,"Medium High Target"
Yes,Postcard,1208.00,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,673.75,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1096.50,2,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,748.25,6,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1186.75,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1036.25,3,3,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1757.00,2,3,2,No,1,Medium,Medium,"Medium High Target"
No,Postcard,1094.50,5,2,2,Yes,2,Medium,High,"Medium High Target"
No,Postcard,866.25,2,4,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1699.25,5,2,1,Yes,1,Medium,Medium,"Medium High Target"
No,Postcard,1317.75,5,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,1092.00,6,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,661.25,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,826.00,4,2,2,No,1,High,Medium,"Medium High Target"
No,Letter,742.75,4,3,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1039.75,5,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1230.50,3,4,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,981.75,4,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1289.50,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,657.50,2,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,1082.75,4,2,1,No,2,High,Medium,"Medium High Target"
No,Postcard,1278.75,3,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1047.75,3,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,616.00,5,3,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,990.75,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1333.25,3,2,1,No,1,High,Medium,"Medium High Target"
No,Postcard,918.25,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1214.25,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1258.00,4,2,2,No,1,Medium,High,"Medium High Target"
No,Letter,1283.25,3,1,1,No,1,High,Medium,"Medium High Target"
No,Letter,1000.75,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,919.00,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1167.75,5,1,1,No,2,Medium,High,"Medium High Target"
No,Postcard,1426.50,3,2,1,No,1,High,Medium,"Medium High Target"
No,Letter,1168.00,3,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1211.00,2,2,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1044.50,2,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1177.00,2,1,1,No,1,High,Medium,"Medium High Target"
No,Postcard,868.25,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1303.00,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1195.50,4,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,985.75,2,2,2,No,1,Medium,High,"Medium High Target"
No,Letter,718.00,3,2,2,No,1,Medium,High,"Medium High Target"
No,Postcard,947.00,4,3,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1050.00,3,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1081.25,5,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1093.25,4,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,845.50,3,2,2,Yes,2,Medium,High,"Medium High Target"
No,Letter,969.25,3,2,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1095.25,5,3,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1150.00,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1238.75,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,980.75,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,933.50,3,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,1386.50,3,1,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1195.75,5,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1275.25,4,3,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,540.00,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1106.50,4,3,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,948.75,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1131.25,4,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,1023.50,3,1,2,No,1,Medium,High,"Medium High Target"
No,Letter,1046.00,4,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,937.25,4,3,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1306.50,4,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1445.00,4,3,2,No,1,High,Medium,"Medium High Target"
No,Letter,1024.50,3,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1108.50,4,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1198.25,4,2,1,No,2,Medium,High,"Medium High Target"
No,Postcard,1216.00,1,1,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,716.50,3,1,1,No,2,Medium,High,"Medium High Target"
No,Letter,1224.00,4,4,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1073.75,4,3,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,897.25,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,970.75,5,1,2,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1319.00,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1200.00,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1121.50,4,2,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1071.25,4,2,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1149.75,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,822.75,6,1,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,980.25,3,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1168.75,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1237.75,3,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1076.50,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1342.25,1,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1190.25,4,3,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,978.50,5,1,2,Yes,1,Medium,High,"Medium High Target"
No,Letter,1088.75,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,623.50,2,2,2,No,2,Medium,High,"Medium High Target"
Yes,Postcard,1027.50,2,3,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1178.50,3,1,2,Yes,2,High,Medium,"Medium High Target"
No,Letter,863.25,3,1,1,No,1,High,Medium,"Medium High Target"
No,Letter,971.50,4,2,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,789.00,4,1,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1171.25,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,939.00,4,3,1,No,1,Medium,High,"Medium High Target"
No,Postcard,902.25,4,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,675.25,5,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1121.50,5,2,1,No,1,Medium,High,"Medium High Target"
No,Letter,1065.25,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,996.00,2,2,2,No,1,Medium,High,"Medium High Target"
No,Letter,1393.00,3,2,1,Yes,2,Medium,High,"Medium High Target"
No,Postcard,667.00,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,833.00,4,4,1,No,1,High,Medium,"Medium High Target"
No,Postcard,1081.50,4,3,1,No,1,High,Medium,"Medium High Target"
No,Postcard,963.25,4,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1056.50,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1138.25,3,2,2,No,1,Medium,High,"Medium High Target"
No,Postcard,745.50,3,3,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,717.00,4,4,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,1204.00,3,2,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1038.75,4,3,1,No,1,Medium,High,"Medium High Target"
No,Letter,1085.50,3,3,2,No,1,High,Medium,"Medium High Target"
No,Postcard,1058.50,5,1,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1242.25,4,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,874.50,4,4,1,No,2,Medium,High,"Medium High Target"
No,Letter,859.50,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,818.75,2,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,832.50,5,3,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,868.25,2,3,2,Yes,2,Medium,High,"Medium High Target"
No,Postcard,1364.25,4,3,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1078.25,5,1,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1017.00,2,1,1,No,1,High,Medium,"Medium High Target"
No,Letter,660.75,3,2,2,Yes,1,High,Medium,"Medium High Target"
No,Letter,1340.75,3,2,1,Yes,1,Medium,High,"Medium High Target"
No,Postcard,777.75,3,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,1185.25,5,2,1,No,2,Medium,High,"Medium High Target"
No,Postcard,1116.75,5,3,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1024.00,3,2,2,Yes,1,Medium,High,"Medium High Target"
No,Postcard,1157.75,4,1,2,Yes,1,High,Medium,"Medium High Target"
No,Postcard,778.75,4,2,1,Yes,2,Medium,High,"Medium High Target"
No,Letter,756.50,3,2,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,1181.25,1,2,2,Yes,1,Medium,High,"Medium High Target"
Yes,Postcard,1033.50,2,1,1,Yes,1,High,Medium,"Medium High Target"
No,Letter,963.00,3,1,1,No,1,Medium,High,"Medium High Target"
No,Letter,1099.75,4,2,1,No,1,Medium,High,"Medium High Target"
No,Postcard,1284.50,4,2,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1180.25,3,3,1,No,1,High,Medium,"Medium High Target"
No,Letter,1205.00,4,1,1,Yes,2,High,Medium,"Medium High Target"
No,Letter,958.00,3,1,1,Yes,1,High,Medium,"Medium High Target"
No,Postcard,1094.25,2,2,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,720.00,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,836.25,3,1,2,No,1,Medium,High,"Medium High Target"
No,Letter,1355.75,5,2,2,Yes,1,Medium,High,"Medium High Target"
Yes,Postcard,1111.50,3,2,1,Yes,2,High,Medium,"Medium High Target"
No,Postcard,1403.00,2,1,1,Yes,1,Medium,High,"Medium High Target"
No,Letter,896.75,3,2,1,Yes,1,Medium,High,"Medium High Target"
